Title,Location,Price,Area,BHK
5 BHK Apartment - Born for This: How to Find the Work You Were Meant to Do,Jaipur,9345989.0,1200,5
2 BHK Apartment - Arena,Pune,10406601.0,1500,2
5 BHK Apartment - Adultery,Kolkata,12073624.0,1800,5
4 BHK Apartment - A Mother's Reckoning: Living in the Aftermath of Tragedy,Delhi,8954521.0,800,4
1 BHK Apartment - A Gentleman's Position (Society of Gentlemen #3),Chandigarh,15557128.0,2800,1
1 BHK Apartment - 11/22/63,Noida,6520300.0,650,1
"2 BHK Apartment - 10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",Jaipur,6008803.0,650,2
3 BHK Apartment - 10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,Kolkata,6422404.0,650,3
5 BHK Apartment - Without Shame,Jaipur,10699036.0,1500,5
2 BHK Apartment - Watchmen,Gurgaon,7236782.0,650,2
1 BHK Apartment - Unlimited Intuition Now,Chandigarh,5531934.0,650,1
3 BHK Apartment - Underlying Notes,Hyderabad,8553073.0,1000,3
1 BHK Apartment - The Shack,Jaipur,6113279.0,800,1
1 BHK Apartment - The New Brand You: Your New Image Makes the Sale for You,Jaipur,7389282.0,1000,1
"2 BHK Apartment - The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",Pune,7594096.0,800,2
1 BHK Apartment - The Flowers Lied,Bangalore,13915005.0,2200,1
"5 BHK Apartment - The Fabric of the Cosmos: Space, Time, and the Texture of Reality",Ghaziabad,16687154.0,2800,5
4 BHK Apartment - The Book of Mormon,Kolkata,9234143.0,1200,4
3 BHK Apartment - The Art and Science of Low Carbohydrate Living,Chennai,9215873.0,1200,3
2 BHK Apartment - The Alien Club,Mumbai,10517730.0,1200,2
5 BHK Apartment - Suzie Snowflake: One beautiful flake (a self-esteem story),Bhopal,8887589.0,1200,5
3 BHK Apartment - Nap-a-Roo,Kolkata,15976006.0,2800,3
"1 BHK Apartment - NaNo What Now? Finding your editing process, revising your NaNoWriMo book and building a writing career through publishing and beyond",Gurgaon,16625925.0,2800,1
1 BHK Apartment - Modern Day Fables,Jaipur,9644488.0,1500,1
2 BHK Apartment - If I Gave You God's Phone Number....: Searching for Spirituality in America,Pune,10575402.0,1500,2
"3 BHK Apartment - Fruits Basket, Vol. 9 (Fruits Basket #9)",Chennai,16156917.0,2800,3
1 BHK Apartment - Dress Your Family in Corduroy and Denim,Bangalore,9511672.0,1200,1
2 BHK Apartment - Don't Forget Steven,Chandigarh,6875497.0,800,2
3 BHK Apartment - Chernobyl 01:23:40: The Incredible True Story of the World's Worst Nuclear Disaster,Hyderabad,16644590.0,2800,3
3 BHK Apartment - Art and Fear: Observations on the Perils (and Rewards) of Artmaking,Hyderabad,10493030.0,1500,3
5 BHK Apartment - A Shard of Ice (The Black Symphony Saga #1),Mumbai,12618925.0,1500,5
3 BHK Apartment - A Hero's Curse (The Unseen Chronicles #1),Indore,6626953.0,800,3
2 BHK Apartment - 23 Degrees South: A Tropical Tale of Changing Whether...,Chennai,10145301.0,1500,2
"5 BHK Apartment - Zero to One: Notes on Startups, or How to Build the Future",Kolkata,16839781.0,2800,5
1 BHK Apartment - Why Not Me?,Faridabad,6037082.0,650,1
5 BHK Apartment - When Breath Becomes Air,Delhi,18043386.0,2800,5
3 BHK Apartment - Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,Indore,6082439.0,650,3
1 BHK Apartment - The Unlikely Pilgrimage of Harold Fry (Harold Fry #1),Bangalore,6337779.0,500,1
5 BHK Apartment - The New Drawing on the Right Side of the Brain,Jaipur,6178605.0,500,5
"2 BHK Apartment - The Midnight Assassin: Panic, Scandal, and the Hunt for America's First Serial Killer",Indore,10757358.0,1800,2
1 BHK Apartment - The Martian (The Martian #1),Chandigarh,4987564.0,500,1
5 BHK Apartment - The High Mountains of Portugal,Bhopal,7994102.0,1000,5
4 BHK Apartment - The Grownup,Jaipur,9178918.0,1200,4
4 BHK Apartment - The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Mumbai,12336673.0,1500,4
2 BHK Apartment - South of Sunshine,Delhi,11391437.0,1500,2
3 BHK Apartment - Smarter Faster Better: The Secrets of Being Productive in Life and Business,Jaipur,15874334.0,2800,3
3 BHK Apartment - Silence in the Dark (Logan Point #4),Ghaziabad,8010544.0,1000,3
3 BHK Apartment - Shadows of the Past (Logan Point #1),Chennai,8049326.0,1000,3
1 BHK Apartment - Roller Girl,Noida,9128968.0,1200,1
4 BHK Apartment - Rising Strong,Jaipur,9165566.0,1200,4
1 BHK Apartment - Proofs of God: Classical Arguments from Tertullian to Barth,Hyderabad,7008639.0,800,1
4 BHK Apartment - Please Kill Me: The Uncensored Oral History of Punk,Chandigarh,6741368.0,650,4
3 BHK Apartment - Out of Print: City Lights Spotlight No. 14,Faridabad,11828098.0,1800,3
2 BHK Apartment - My Life Next Door (My Life Next Door ),Bhopal,8039199.0,1200,2
5 BHK Apartment - Miller's Valley,Bhopal,16360882.0,2800,5
2 BHK Apartment - Man's Search for Meaning,Bangalore,16940284.0,2800,2
"3 BHK Apartment - Love That Boy: What Two Presidents, Eight Road Trips, and My Son Taught Me About a Parent's Expectations",Ghaziabad,11858035.0,1800,3
1 BHK Apartment - Living Forward: A Proven Plan to Stop Drifting and Get the Life You Want,Ghaziabad,6779100.0,800,1
4 BHK Apartment - Les Fleurs du Mal,Hyderabad,6603364.0,500,4
3 BHK Apartment - Left Behind (Left Behind #1),Kolkata,10192060.0,1500,3
4 BHK Apartment - Kill 'Em and Leave: Searching for James Brown and the American Soul,Indore,15887181.0,2800,4
2 BHK Apartment - Kierkegaard: A Christian Missionary to Christians,Chennai,10294463.0,1500,2
3 BHK Apartment - John Vassos: Industrial Design for Modern Life,Hyderabad,5984063.0,500,3
5 BHK Apartment - I'll Give You the Sun,Mumbai,10290829.0,1000,5
4 BHK Apartment - I Will Find You,Bangalore,7342417.0,500,4
1 BHK Apartment - Hystopia: A Novel,Chandigarh,9514056.0,1500,1
5 BHK Apartment - Howl and Other Poems,Faridabad,6542262.0,500,5
3 BHK Apartment - History of Beauty,Mumbai,18077696.0,2800,3
2 BHK Apartment - Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,Delhi,6842542.0,500,2
4 BHK Apartment - Future Shock (Future Shock #1),Pune,7908112.0,800,4
5 BHK Apartment - Ender's Game (The Ender Quintet #1),Bhopal,8186918.0,1000,5
2 BHK Apartment - Diary of a Citizen Scientist: Chasing Tiger Beetles and Other New Ways of Engaging the World,Jaipur,15425413.0,2800,2
3 BHK Apartment - Death by Leisure: A Cautionary Tale,Mumbai,9080380.0,800,3
4 BHK Apartment - Brilliant Beacons: A History of the American Lighthouse,Kolkata,7410625.0,800,4
2 BHK Apartment - Brazen: The Courage to Find the You That's Been Hiding,Kolkata,13226591.0,2200,2
1 BHK Apartment - Between the World and Me,Faridabad,12843317.0,2200,1
4 BHK Apartment - Being Mortal: Medicine and What Matters in the End,Indore,5490977.0,500,4
"2 BHK Apartment - A Murder Over a Girl: Justice, Gender, Junior High",Jaipur,15779556.0,2800,2
4 BHK Apartment - 32 Yolks,Chennai,10772526.0,1500,4
"5 BHK Apartment - ""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",Indore,8331429.0,1000,5
2 BHK Apartment - You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Faridabad,11443222.0,1800,2
2 BHK Apartment - Wildlife of New York: A Five-Borough Coloring Book,Hyderabad,6402092.0,650,2
1 BHK Apartment - What Happened on Beale Street (Secrets of the South Mysteries #2),Kolkata,6444895.0,800,1
1 BHK Apartment - Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain,Chandigarh,5176552.0,500,1
2 BHK Apartment - Under the Tuscan Sun,Chandigarh,15564554.0,2800,2
1 BHK Apartment - Toddlers Are A**holes: It's Not Your Fault,Indore,6042775.0,800,1
1 BHK Apartment - The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,Kolkata,9620466.0,1500,1
4 BHK Apartment - The Whale,Bangalore,10356795.0,1200,4
3 BHK Apartment - The Story of Art,Pune,8470400.0,1000,3
3 BHK Apartment - The Origin of Species,Hyderabad,16414914.0,2800,3
1 BHK Apartment - The Great Gatsby,Jaipur,8070660.0,1200,1
1 BHK Apartment - The Good Girl,Bhopal,7603128.0,1200,1
2 BHK Apartment - The Glass Castle,Hyderabad,9121741.0,1200,2
5 BHK Apartment - The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,Chennai,14102515.0,2200,5
4 BHK Apartment - The Drowning Girls,Delhi,9741936.0,1000,4
3 BHK Apartment - The Constant Princess (The Tudor Court #1),Faridabad,11895212.0,1800,3
4 BHK Apartment - The Bourne Identity (Jason Bourne #1),Hyderabad,10827866.0,1500,4
4 BHK Apartment - The Bachelor Girl's Guide to Murder (Herringford and Watts Mysteries #1),Chennai,10898412.0,1500,4
4 BHK Apartment - The Art Book,Bangalore,10537595.0,1200,4
1 BHK Apartment - The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Noida,8395467.0,1000,1
4 BHK Apartment - Team of Rivals: The Political Genius of Abraham Lincoln,Bhopal,6122651.0,650,4
2 BHK Apartment - Steal Like an Artist: 10 Things Nobody Told You About Being Creative,Bhopal,8019167.0,1200,2
"4 BHK Apartment - Sit, Stay, Love",Gurgaon,12751855.0,1800,4
3 BHK Apartment - Sister Dear,Faridabad,9275288.0,1200,3
"3 BHK Apartment - Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",Hyderabad,9264429.0,1200,3
"3 BHK Apartment - Rich Dad, Poor Dad",Mumbai,8107019.0,650,3
1 BHK Apartment - Raymie Nightingale,Mumbai,17351260.0,2800,1
1 BHK Apartment - Playing from the Heart,Chandigarh,12674131.0,2200,1
3 BHK Apartment - Nightstruck: A Novel,Indore,8524561.0,1200,3
"3 BHK Apartment - Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories",Faridabad,6750847.0,650,3
2 BHK Apartment - Meternity,Pune,7203843.0,800,2
2 BHK Apartment - Memoirs of a Geisha,Bangalore,7227606.0,650,2
2 BHK Apartment - Like Never Before (Walker Family #2),Bangalore,11073453.0,1500,2
4 BHK Apartment - Life of Pi,Bangalore,8697699.0,800,4
2 BHK Apartment - Leave This Song Behind: Teen Poetry at Its Best,Hyderabad,7970942.0,1000,2
5 BHK Apartment - King's Folly (The Kinsman Chronicles #1),Bhopal,7366936.0,800,5
2 BHK Apartment - John Adams,Hyderabad,9191760.0,1200,2
5 BHK Apartment - How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (How to Cook Everything),Noida,17304418.0,2800,5
1 BHK Apartment - How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,Hyderabad,5438975.0,500,1
5 BHK Apartment - Good in Bed (Cannie Shapiro #1),Noida,7908343.0,650,5
"5 BHK Apartment - Fruits Basket, Vol. 7 (Fruits Basket #7)",Noida,10115579.0,1200,5
3 BHK Apartment - For the Love: Fighting for Grace in a World of Impossible Standards,Faridabad,16303590.0,2800,3
1 BHK Apartment - Finding God in the Ruins: How God Redeems Pain,Pune,15974951.0,2800,1
4 BHK Apartment - Every Heart a Doorway (Every Heart A Doorway #1),Gurgaon,9264111.0,1000,4
1 BHK Apartment - Delivering the Truth (Quaker Midwife Mystery #1),Noida,8281774.0,1000,1
3 BHK Apartment - Counted With the Stars (Out from Egypt #1),Chandigarh,7122387.0,800,3
"1 BHK Apartment - Chronicles, Vol. 1",Mumbai,10110027.0,1200,1
5 BHK Apartment - Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,Kolkata,10756739.0,1500,5
5 BHK Apartment - Benjamin Franklin: An American Life,Delhi,7816588.0,500,5
"4 BHK Apartment - At The Existentialist Café: Freedom, Being, and apricot cocktails with: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others",Bangalore,13113837.0,1800,4
2 BHK Apartment - A Summer In Europe,Ghaziabad,13171141.0,2200,2
3 BHK Apartment - A Short History of Nearly Everything,Mumbai,15054078.0,2200,3
4 BHK Apartment - A Gathering of Shadows (Shades of Magic #2),Hyderabad,8547309.0,1000,4
2 BHK Apartment - The Sound Of Love,Gurgaon,6341217.0,500,2
5 BHK Apartment - The Rise and Fall of the Third Reich: A History of Nazi Germany,Gurgaon,13362931.0,1800,5
3 BHK Apartment - The Perks of Being a Wallflower,Jaipur,7006117.0,800,3
3 BHK Apartment - The Mysterious Affair at Styles (Hercule Poirot #1),Ghaziabad,8122583.0,1000,3
4 BHK Apartment - The Man Who Mistook His Wife for a Hat and Other Clinical Tales,Hyderabad,12164903.0,1800,4
4 BHK Apartment - The Makings of a Fatherless Child,Hyderabad,16653995.0,2800,4
2 BHK Apartment - The Joy of Cooking,Kolkata,8641890.0,1200,2
1 BHK Apartment - The Invention of Wings,Delhi,6584070.0,500,1
5 BHK Apartment - The Hobbit (Middle-Earth Universe),Hyderabad,9191134.0,1000,5
3 BHK Apartment - The Great Railway Bazaar,Hyderabad,6169039.0,500,3
1 BHK Apartment - The Golden Compass (His Dark Materials #1),Chennai,11216745.0,1800,1
4 BHK Apartment - The God Delusion,Ghaziabad,16500458.0,2800,4
2 BHK Apartment - The Girl You Left Behind (The Girl You Left Behind #1),Chandigarh,9969755.0,1500,2
4 BHK Apartment - The Fellowship of the Ring (The Lord of the Rings #1),Kolkata,16359019.0,2800,4
4 BHK Apartment - The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1),Hyderabad,14271776.0,2200,4
4 BHK Apartment - The Barefoot Contessa Cookbook,Bangalore,8590251.0,800,4
3 BHK Apartment - Tell the Wolves I'm Home,Faridabad,10523954.0,1500,3
1 BHK Apartment - Ship Leaves Harbor: Essays on Travel by a Recovering Journeyman,Kolkata,8472464.0,1200,1
2 BHK Apartment - Pride and Prejudice,Chennai,6450680.0,650,2
1 BHK Apartment - Musicophilia: Tales of Music and the Brain,Mumbai,7798479.0,650,1
3 BHK Apartment - Mere Christianity,Chandigarh,7875777.0,1000,3
1 BHK Apartment - Me Before You (Me Before You #1),Chandigarh,5688435.0,650,1
4 BHK Apartment - In the Woods (Dublin Murder Squad #1),Chennai,12211557.0,1800,4
2 BHK Apartment - In Cold Blood,Indore,11049809.0,1800,2
4 BHK Apartment - How to Stop Worrying and Start Living,Bangalore,12996893.0,1800,4
2 BHK Apartment - Give It Back,Noida,8417026.0,1000,2
"2 BHK Apartment - Girl, Interrupted",Jaipur,6036848.0,650,2
1 BHK Apartment - Fun Home: A Family Tragicomic,Chandigarh,12514552.0,2200,1
"3 BHK Apartment - Fruits Basket, Vol. 6 (Fruits Basket #6)",Jaipur,6842234.0,800,3
2 BHK Apartment - Deception Point,Faridabad,10216939.0,1500,2
"4 BHK Apartment - Death Note, Vol. 6: Give-and-Take (Death Note #6)",Noida,17159105.0,2800,4
4 BHK Apartment - Catherine the Great: Portrait of a Woman,Ghaziabad,6097844.0,500,4
3 BHK Apartment - Better Homes and Gardens New Cook Book,Mumbai,17891038.0,2800,3
5 BHK Apartment - An Unquiet Mind: A Memoir of Moods and Madness,Delhi,15317152.0,2200,5
5 BHK Apartment - A Year in Provence (Provence #1),Indore,16187748.0,2800,5
5 BHK Apartment - World Without End (The Pillars of the Earth #2),Faridabad,12577681.0,1800,5
"1 BHK Apartment - Will Grayson, Will Grayson (Will Grayson, Will Grayson)",Ghaziabad,7516093.0,1000,1
1 BHK Apartment - Why Save the Bankers?: And Other Essays on Our Economic and Political Crisis,Bhopal,5948178.0,800,1
4 BHK Apartment - Where She Went (If I Stay #2),Gurgaon,17227949.0,2800,4
2 BHK Apartment - What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Pune,16220514.0,2800,2
4 BHK Apartment - Two Summers,Pune,8777933.0,1000,4
5 BHK Apartment - This Is Your Brain on Music: The Science of a Human Obsession,Pune,12649842.0,1800,5
2 BHK Apartment - The Secret Garden,Bhopal,8267101.0,1200,2
1 BHK Apartment - The Raven King (The Raven Cycle #4),Delhi,7271526.0,650,1
2 BHK Apartment - The Raven Boys (The Raven Cycle #1),Ghaziabad,5727821.0,500,2
3 BHK Apartment - The Power Greens Cookbook: 140 Delicious Superfood Recipes,Noida,14078028.0,2200,3
4 BHK Apartment - The Metamorphosis,Bhopal,10199699.0,1500,4
1 BHK Apartment - The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,Pune,7152925.0,800,1
4 BHK Apartment - The Little Paris Bookshop,Chandigarh,13430041.0,2200,4
5 BHK Apartment - The Hiding Place,Bangalore,8930310.0,800,5
1 BHK Apartment - The Grand Design,Kolkata,15385521.0,2800,1
4 BHK Apartment - The Firm,Bangalore,13023322.0,1800,4
3 BHK Apartment - The Fault in Our Stars,Bangalore,9307298.0,1000,3
5 BHK Apartment - The False Prince (The Ascendance Trilogy #1),Bangalore,10792094.0,1200,5
5 BHK Apartment - The Expatriates,Pune,9108801.0,1000,5
1 BHK Apartment - The Dream Thieves (The Raven Cycle #2),Indore,7863310.0,1200,1
5 BHK Apartment - The Darkest Corners,Ghaziabad,9585892.0,1200,5
1 BHK Apartment - The Crossover,Bangalore,7169433.0,650,1
3 BHK Apartment - The 5th Wave (The 5th Wave #1),Chennai,8217956.0,1000,3
2 BHK Apartment - Tell the Wind and Fire,Noida,13860063.0,2200,2
5 BHK Apartment - Tell Me Three Things,Ghaziabad,8629901.0,1000,5
1 BHK Apartment - Talking to Girls About Duran Duran: One Young Man's Quest for True Love and a Cooler Haircut,Indore,15204784.0,2800,1
1 BHK Apartment - Siddhartha,Gurgaon,6007021.0,500,1
3 BHK Apartment - Shiver (The Wolves of Mercy Falls #1),Bangalore,8182017.0,800,3
2 BHK Apartment - Remember Me?,Bangalore,9844817.0,1200,2
2 BHK Apartment - Red Dragon (Hannibal Lecter #1),Noida,13941322.0,2200,2
5 BHK Apartment - Peak: Secrets from the New Science of Expertise,Chandigarh,12076017.0,1800,5
5 BHK Apartment - My Mother Was Nuts,Bangalore,9957730.0,1000,5
4 BHK Apartment - Mexican Today: New and Rediscovered Recipes for Contemporary Kitchens,Indore,11425258.0,1800,4
5 BHK Apartment - Maybe Something Beautiful: How Art Transformed a Neighborhood,Delhi,12293109.0,1500,5
5 BHK Apartment - Lola and the Boy Next Door (Anna and the French Kiss #2),Indore,10606869.0,1500,5
4 BHK Apartment - Logan Kade (Fallen Crest High #5.5),Chandigarh,10335800.0,1500,4
4 BHK Apartment - Last One Home (New Beginnings #1),Ghaziabad,10740423.0,1500,4
3 BHK Apartment - Killing Floor (Jack Reacher #1),Hyderabad,11921544.0,1800,3
3 BHK Apartment - Kill the Boy Band,Indore,11288499.0,1800,3
2 BHK Apartment - Isla and the Happily Ever After (Anna and the French Kiss #3),Bhopal,6395415.0,800,2
5 BHK Apartment - If I Stay (If I Stay #1),Pune,12953000.0,1800,5
2 BHK Apartment - I Know Why the Caged Bird Sings (Maya Angelou's Autobiography #1),Hyderabad,5845305.0,500,2
1 BHK Apartment - Harry Potter and the Deathly Hallows (Harry Potter #7),Bhopal,9077671.0,1500,1
"4 BHK Apartment - Fruits Basket, Vol. 5 (Fruits Basket #5)",Indore,15975189.0,2800,4
2 BHK Apartment - Foundation (Foundation (Publication Order) #1),Kolkata,5406070.0,500,2
1 BHK Apartment - Fool Me Once,Noida,9226454.0,1200,1
2 BHK Apartment - Find Her (Detective D.D. Warren #8),Bangalore,7343375.0,650,2
4 BHK Apartment - Evicted: Poverty and Profit in the American City,Indore,16155013.0,2800,4
2 BHK Apartment - Drama,Delhi,9235098.0,1000,2
2 BHK Apartment - Dracula the Un-Dead,Chandigarh,11343455.0,1800,2
2 BHK Apartment - Digital Fortress,Chandigarh,10035356.0,1500,2
"5 BHK Apartment - Death Note, Vol. 5: Whiteout (Death Note #5)",Mumbai,15723248.0,2200,5
"5 BHK Apartment - Data, A Love Story: How I Gamed Online Dating to Meet My Match",Noida,8629523.0,800,5
3 BHK Apartment - Critique of Pure Reason,Noida,6522364.0,500,3
3 BHK Apartment - Booked,Bhopal,6685997.0,800,3
"3 BHK Apartment - Blue Lily, Lily Blue (The Raven Cycle #3)",Faridabad,13599665.0,2200,3
1 BHK Apartment - Approval Junkie: Adventures in Caring Too Much,Hyderabad,9992212.0,1500,1
4 BHK Apartment - An Abundance of Katherines,Ghaziabad,12176141.0,1800,4
4 BHK Apartment - America's War for the Greater Middle East: A Military History,Kolkata,8483417.0,1000,4
5 BHK Apartment - Alight (The Generations Trilogy #2),Ghaziabad,6340821.0,500,5
5 BHK Apartment - A Girl's Guide to Moving On (New Beginnings #2),Ghaziabad,12425204.0,1800,5
5 BHK Apartment - A Game of Thrones (A Song of Ice and Fire #1),Ghaziabad,9509849.0,1200,5
1 BHK Apartment - A Feast for Crows (A Song of Ice and Fire #4),Noida,7133107.0,800,1
1 BHK Apartment - A Clash of Kings (A Song of Ice and Fire #2),Noida,9005250.0,1200,1
2 BHK Apartment - Vogue Colors A to Z: A Fashion Coloring Book,Gurgaon,12138891.0,1800,2
2 BHK Apartment - The Shining (The Shining #1),Delhi,10050719.0,1200,2
1 BHK Apartment - The Pilgrim's Progress,Ghaziabad,15658565.0,2800,1
1 BHK Apartment - The Perfect Play (Play by Play #1),Hyderabad,7648091.0,1000,1
5 BHK Apartment - The Passion of Dolssa,Gurgaon,11699003.0,1500,5
2 BHK Apartment - The Jazz of Physics: The Secret Link Between Music and the Structure of the Universe,Ghaziabad,10213934.0,1500,2
2 BHK Apartment - The Hunger Games (The Hunger Games #1),Pune,16591503.0,2800,2
4 BHK Apartment - The Hound of the Baskervilles (Sherlock Holmes #5),Delhi,15174749.0,2200,4
3 BHK Apartment - The Gunning of America: Business and the Making of American Gun Culture,Bangalore,6918468.0,500,3
3 BHK Apartment - The Geography of Bliss: One Grump's Search for the Happiest Places in the World,Indore,5492424.0,500,3
3 BHK Apartment - The Demonists (Demonist #1),Hyderabad,16562482.0,2800,3
"2 BHK Apartment - The Demon Prince of Momochi House, Vol. 4 (The Demon Prince of Momochi House #4)",Hyderabad,5958243.0,500,2
1 BHK Apartment - The Bone Hunters (Lexy Vaughan & Steven Macaulay #2),Mumbai,11322455.0,1500,1
3 BHK Apartment - The Beast (Black Dagger Brotherhood #14),Ghaziabad,8011205.0,1000,3
1 BHK Apartment - Some Women,Indore,4721243.0,500,1
4 BHK Apartment - Shopaholic Ties the Knot (Shopaholic #3),Pune,8063625.0,800,4
4 BHK Apartment - Paper and Fire (The Great Library #2),Kolkata,11867569.0,1800,4
3 BHK Apartment - Outlander (Outlander #1),Mumbai,9680683.0,1000,3
"4 BHK Apartment - Orchestra of Exiles: The Story of Bronislaw Huberman, the Israel Philharmonic, and the One Thousand Jews He Saved from Nazi Horrors",Delhi,11774099.0,1500,4
2 BHK Apartment - No One Here Gets Out Alive,Delhi,8205263.0,800,2
2 BHK Apartment - Night Shift (Night Shift #1-20),Kolkata,6650170.0,800,2
1 BHK Apartment - Needful Things,Bangalore,7142405.0,650,1
4 BHK Apartment - Mockingjay (The Hunger Games #3),Pune,11065636.0,1500,4
1 BHK Apartment - Misery,Gurgaon,5954429.0,500,1
1 BHK Apartment - Little Women (Little Women #1),Chandigarh,9603832.0,1500,1
5 BHK Apartment - It,Delhi,18073204.0,2800,5
3 BHK Apartment - Harry Potter and the Sorcerer's Stone (Harry Potter #1),Ghaziabad,13604297.0,2200,3
3 BHK Apartment - Harry Potter and the Prisoner of Azkaban (Harry Potter #3),Mumbai,9826138.0,1000,3
4 BHK Apartment - Harry Potter and the Order of the Phoenix (Harry Potter #5),Bangalore,10502740.0,1200,4
1 BHK Apartment - Harry Potter and the Half-Blood Prince (Harry Potter #6),Kolkata,12800654.0,2200,1
1 BHK Apartment - Harry Potter and the Chamber of Secrets (Harry Potter #2),Jaipur,15236947.0,2800,1
3 BHK Apartment - Gone with the Wind,Chennai,11704408.0,1800,3
3 BHK Apartment - God Is Not Great: How Religion Poisons Everything,Kolkata,13530385.0,2200,3
2 BHK Apartment - Girl With a Pearl Earring,Pune,10397098.0,1500,2
"3 BHK Apartment - Fruits Basket, Vol. 4 (Fruits Basket #4)",Gurgaon,6823398.0,500,3
4 BHK Apartment - Far From True (Promise Falls Trilogy #2),Ghaziabad,11927813.0,1800,4
2 BHK Apartment - Dark Lover (Black Dagger Brotherhood #1),Gurgaon,12422416.0,1800,2
2 BHK Apartment - Confessions of a Shopaholic (Shopaholic #1),Faridabad,16167474.0,2800,2
5 BHK Apartment - Changing the Game (Play by Play #2),Indore,6006757.0,500,5
5 BHK Apartment - Candide,Bhopal,7227250.0,800,5
3 BHK Apartment - Can You Keep a Secret?,Bangalore,8472624.0,800,3
4 BHK Apartment - Atlas Shrugged,Kolkata,5908778.0,500,4
5 BHK Apartment - Animal Farm,Chandigarh,11950360.0,1800,5
5 BHK Apartment - A Walk to Remember,Delhi,10845091.0,1200,5
5 BHK Apartment - A New Earth: Awakening to Your Life's Purpose,Bhopal,9066252.0,1200,5
"5 BHK Apartment - A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",Noida,9456923.0,1000,5
1 BHK Apartment - 'Salem's Lot,Delhi,7305020.0,650,1
2 BHK Apartment - Zero History (Blue Ant #3),Noida,12098539.0,1800,2
1 BHK Apartment - Wuthering Heights,Gurgaon,6777770.0,650,1
2 BHK Apartment - World War Z: An Oral History of the Zombie War,Kolkata,7892135.0,1000,2
5 BHK Apartment - Wild: From Lost to Found on the Pacific Crest Trail,Indore,7159072.0,800,5
"4 BHK Apartment - Where'd You Go, Bernadette",Indore,7936731.0,1000,4
1 BHK Apartment - When You Are Engulfed in Flames,Mumbai,12607672.0,1800,1
5 BHK Apartment - We the People: The Modern-Day Figures Who Have Reshaped and Affirmed the Founding Fathers' Vision of America,Hyderabad,8939180.0,1000,5
1 BHK Apartment - We Are All Completely Beside Ourselves,Jaipur,15352826.0,2800,1
2 BHK Apartment - Walk the Edge (Thunder Road #2),Hyderabad,7198043.0,800,2
1 BHK Apartment - Voyager (Outlander #3),Kolkata,9832309.0,1500,1
4 BHK Apartment - Very Good Lives: The Fringe Benefits of Failure and the Importance of Imagination,Chandigarh,16464376.0,2800,4
3 BHK Apartment - Vegan Vegetarian Omnivore: Dinner for Everyone at the Table,Gurgaon,9002067.0,1000,3
"4 BHK Apartment - Unstuffed: Decluttering Your Home, Mind, and Soul",Pune,17046603.0,2800,4
3 BHK Apartment - Under the Banner of Heaven: A Story of Violent Faith,Pune,6353072.0,500,3
5 BHK Apartment - Two Boys Kissing,Jaipur,7355751.0,800,5
3 BHK Apartment - Twilight (Twilight #1),Bhopal,7501002.0,1000,3
1 BHK Apartment - Twenties Girl,Delhi,7894050.0,800,1
"4 BHK Apartment - Trespassing Across America: One Man's Epic, Never-Done-Before (and Sort of Illegal) Hike Across the Heartland",Delhi,8614654.0,800,4
1 BHK Apartment - Three-Martini Lunch,Ghaziabad,5926698.0,650,1
"2 BHK Apartment - Thinking, Fast and Slow",Pune,8254977.0,1000,2
4 BHK Apartment - The Wild Robot,Bangalore,7732814.0,650,4
"2 BHK Apartment - The Wicked + The Divine, Vol. 3: Commercial Suicide (The Wicked + The Divine)",Gurgaon,14260947.0,2200,2
3 BHK Apartment - The Undomestic Goddess,Mumbai,9971396.0,1000,3
4 BHK Apartment - The Travelers,Delhi,7445198.0,500,4
4 BHK Apartment - The Tipping Point: How Little Things Can Make a Big Difference,Bhopal,6945182.0,800,4
3 BHK Apartment - The Thing About Jellyfish,Chennai,13597027.0,2200,3
5 BHK Apartment - The Stand,Mumbai,7975410.0,500,5
